Gemeindeschlüssel,plz,ort,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",12/03/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400142,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",27/01/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400143,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",19/03/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400144,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",04/03/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400145,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",14/03/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400146,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",11/02/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328400147,,Ja,,,,,,,0,8127701,2019
0714111036,56370,Eisighofen,RP,WIN,HS,2530,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",16/12/2014,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000038328491454,,Ja,,,,,,GEÄNDERT,0,8127701,2019
0723206231,54597,Habscheid,RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,05/10/1998,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000038538618906,DE0001815459700000000000000385386,Ja,,,,,,,0,627137,2019
0723306036,54570,Kalenborn-Scheuern,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,25/10/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039293201236,DE0001815457000000000000000392932,Ja,,,,,,,0,704339,2019
0713502023,56761,Düngenheim,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,08/10/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039328709148,DE0001815676100000000000000393287,Ja,,,,,,,0,673113,2019
0713502023,56761,Düngenheim,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,09/10/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039328717995,DE0001815676100000000000000393287,Ja,,,,,,,0,673113,2019
0713502023,56761,Düngenheim,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,04/10/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039328717996,DE0001815676100000000000000393287,Ja,,,,,,,0,673113,2019
0713502023,56761,Düngenheim,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,27/09/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039328717997,DE0001815676100000000000000393287,Ja,,,,,,,0,673113,2019
0714003010,56290,Beltheim,RP,WIN,HS/MS,3000,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",29/12/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000039833506083,,Ja,,,,,,,0,7475203,2019
0723206226,54595,Weinsheim,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,23/11/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039857811484,DE0001815459500000000000000398578,Ja,,,,,,,0,1403576,2019
0723206226,54595,Weinsheim,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,11/03/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039857811485,DE0001815459500000000000000398578,Ja,,,,,,,0,1403576,2019
0723206226,54595,Weinsheim,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,08/03/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000039857820597,DE0001815459500000000000000398578,Ja,,,,,,,0,2363762,2019
0723206250,54597,Kleinlangenfeld,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,10/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040056000033,DE0001815459700000000000000400560,Ja,,,,,,,0,789602,2019
0723206250,54597,Kleinlangenfeld,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,07/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040057401237,DE0001815459700000000000000400574,Ja,,,,,,,0,892511,2019
0723206250,54597,Kleinlangenfeld,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,11/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040057421832,DE0001815459700000000000000400574,Ja,,,,,,,0,892511,2019
0723206250,54597,Kleinlangenfeld,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,12/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040057421833,DE0001815459700000000000000400574,Ja,,,,,,,0,892511,2019
0713704093,56745,Rieden,RP,WIN,MS,660,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,05/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040482109118,DE0001815674500000000000000404821,Ja,,,,,,,0,871954,2019
0713704093,56745,Rieden,RP,WIN,MS,660,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,07/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040482118052,DE0001815674500000000000000404821,Ja,,,,,,,0,871954,2019
0713704093,56745,Rieden,RP,WIN,MS,660,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,12/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040482118053,DE0001815674500000000000000404821,Ja,,,,,,,0,871954,2019
0713704093,56745,Rieden,RP,WIN,MS,660,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,13/12/2001,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040482118054,DE0001815674500000000000000404821,Ja,,,,,,,0,871954,2019
0713704093,56745,Rieden,RP,WIN,MS,660,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,10/04/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000040482118055,DE0001815674500000000000000404821,Ja,,,,,,,0,871954,2019
0714008002,55469,Altweidelbach,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,28/03/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000041391801422,DE0001815546900000000000000413918,Ja,,,,,,,0,1641405,2019
0714008002,55469,Altweidelbach,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,21/03/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000041391801423,DE0001815546900000000000000413918,Ja,,,,,,,0,1094272,2019
0714008002,55469,Altweidelbach,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,11/04/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000041391810142,DE0001815546900000000000000413918,Ja,,,,,,,0,1641405,2019
0723304037,54552,Katzwinkel,RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,21/01/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000041397901547,DE0001815455200000000000000413979,Ja,,,,,,,0,1598922,2019
0723304003,54552,Beinhausen,RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,21/01/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000041397917079,DE0001815455200000000000000413979,Ja,,,,,,,0,1598922,2019
0723205069,54675,Kruchten,RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,22/05/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000042338300055,DE0001815467500000000000000423383,Ja,,,,,,,0,1318773,2019
0723205065,54668,Kaschenbach,RP,WIN,MS,2400,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",15/10/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000042414090600,,Ja,,,,,,GEÄNDERT,0,5568774,2019
0723301030,54570,Hinterweiler,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,14/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000042663209086,DE0001815457000000000000000426632,Ja,,,,,,,0,2901437,2019
0723301039,54570,Kirchweiler,RP,WIN,MS,300,regelbar und abrufbar nach § 6 EEG Abs.1,11/11/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000042663212307,DE0001815457000000000000000426632,Ja,,,,,,,0,429597,2019
0723301039,54570,Kirchweiler,RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,12/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000042663218057,DE0001815457000000000000000426632,Ja,,,,,,,0,2901438,2019
0723201258,54649,Lauperath,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,06/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000042679611481,DE0001815464900000000000000426796,Ja,,,,,,GEÄNDERT,0,902709,2019
0723301039,54570,Kirchweiler,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043151609087,DE0001815457000000000000000431516,Ja,,,,,,GEÄNDERT,0,2450069,2019
0723301039,54570,Kirchweiler,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,27/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043151618058,DE0001815457000000000000000431516,Ja,,,,,,,0,2450069,2019
0714004145,55487,Sohren,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,02/07/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043202822365,DE0001815548700000000000000432028,Ja,,,,,,,0,1662217,2019
0714004145,55487,Sohren,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,04/07/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043202822366,DE0001815548700000000000000432028,Ja,,,,,,,0,1662217,2019
0714004145,55487,Sohren,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/07/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043202822367,DE0001815548700000000000000432028,Ja,,,,,,,0,1662217,2019
0714004145,55487,Sohren,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,28/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043202822368,DE0001815548700000000000000432028,Ja,,,,,,,0,1662217,2019
0714004145,55487,Sohren,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,27/06/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000043202838857,DE0001815548700000000000000432028,Ja,,,,,,,0,1662217,2019
0713310057,55568,Lauschied,RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,04/09/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044433301513,DE0001815556800000000000000444333,Ja,,,,,,,0,852820,2019
0713310057,55568,Lauschied,RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,09/09/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044433322370,DE0001815556800000000000000444333,Ja,,,,,,,0,852820,2019
0713310057,55568,Lauschied,RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,04/09/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044433322371,DE0001815556800000000000000444333,Ja,,,,,,,0,852820,2019
0723501047,54421,Hinzert-Pölert,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044523800085,DE0001815442100000000000000445238,Ja,,,,,,GEÄNDERT,0,1786683,2019
0723501047,54421,Hinzert-Pölert,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044523818895,DE0001815442100000000000000445238,Ja,,,,,,GEÄNDERT,0,1786683,2019
0723501047,54421,Hinzert-Pölert,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044523818896,DE0001815442100000000000000445238,Ja,,,,,,GEÄNDERT,0,1786683,2019
0723501047,54421,Hinzert-Pölert,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044523818897,DE0001815442100000000000000445238,Ja,,,,,,GEÄNDERT,0,1786683,2019
0714003010,56290,Beltheim,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",22/12/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000044567250622,,Ja,,,,,,,0,6422214,2019
0714003010,56290,Beltheim,RP,WIN,HS/MS,3050,"Regelbar nach § 9 Abs.1 EEG, Altanlagen regelbar nach§ 6 Nr 1 EEG 2009",30/12/2015,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,,10003764,E31238010000000000000044567250627,,Ja,,,,,,,0,6422214,2019
0723501114,54421,Reinsfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,15/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044872517907,DE0001815441100000000000000448725,Ja,,,,,,,0,1434761,2019
0723501114,54421,Reinsfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,16/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044872518891,DE0001815441100000000000000448725,Ja,,,,,,,0,1434761,2019
0723501114,54421,Reinsfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044872518892,DE0001815441100000000000000448725,Ja,,,,,,GEÄNDERT,0,1434761,2019
0723501114,54421,Reinsfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,16/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044872518893,DE0001815441100000000000000448725,Ja,,,,,,,0,1434761,2019
0723501114,54421,Reinsfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,01/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000044872518894,DE0001815441100000000000000448725,Ja,,,,,,GEÄNDERT,0,1434761,2019
0723504141,54320,Waldrach,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045112601194,DE0001815431700000000000000451126,Ja,,,,,,GEÄNDERT,0,984024,2019
0723504141,54320,Waldrach,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045112614240,DE0001815431700000000000000451126,Ja,,,,,,,0,984024,2019
0723504141,54320,Waldrach,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045112618243,DE0001815431700000000000000451126,Ja,,,,,,GEÄNDERT,0,984024,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704800037,DE0073325449700000000000000169679,Ja,,,,,,,0,1620882,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,13/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704801368,DE0073325449700000000000000169679,Ja,,,,,,,0,1620882,2019
0723106058,54497,Horath,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,06/02/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704818817,DE0073325449700000000000000169679,Ja,,,,,,,0,457126,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,08/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704818818,DE0073325449700000000000000169679,Ja,,,,,,,0,457126,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/02/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704818820,DE0073325449700000000000000169679,Ja,,,,,,,0,1014974,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,10/11/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704818821,DE0073325449700000000000000169679,Ja,,,,,,,0,1080891,2019
0723100502,54497,Morbach,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,14/03/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000045704818823,DE0073325449700000000000000169679,Ja,,,,,,,0,1642095,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,04/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019201366,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,02/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218494,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,05/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218496,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,02/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218497,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,12/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218499,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,13/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218500,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218501,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,05/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218502,DE0001815442400000000000000460192,Ja,,,,,,,0,2239197,2019
0723106123,54424,Thalfang,RP,WIN,HS/MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,05/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046019218503,DE0001815442400000000000000460192,Ja,,,,,,,0,2239200,2019
0713203036,57520,Friedewald,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2002,0000-00-00,0000-00-00,0000-00-00,EnergieNetz Mitte GmbH,11YR00000003039P,10003764,E31238010000000000000046572617024,DE0001815752000000000000000465726,Ja,,,,,,GEÄNDERT,0,2434047,2019
0723205056,54673,Hütten,RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,20/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046594100038,DE0001815467300000000000000465941,Ja,,,,,,,0,1019758,2019
0723507137,54311,Trierweiler,RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,19/12/2002,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000046621201359,DE0001815431100000000000000466212,Ja,,,,,,,0,1662899,2019
0723201264,54649,Manderscheid,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,10/03/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000047820311488,DE0001815464900000000000000478203,Ja,,,,,,,0,2399278,2019
0723201260,54619,Lichtenborn,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,19/03/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000047990201327,DE0001815468700000000000000479902,Ja,,,,,,,0,2607508,2019
0723201260,54619,Lichtenborn,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,28/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000047990301233,DE0001815468700000000000000479903,Ja,,,,,,,0,2589450,2019
0723201201,54687,Arzfeld,RP,WIN,MS,1500,regelbar nach § 6 EEG Abs. 1 und Vorraussetzung nach § 3 MaPrV erfüllt,31/12/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000047990318671,DE0001815468700000000000000479903,Ja,,,,,,,0,2589450,2019
0723304003,54552,Beinhausen,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,15/07/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000050236400025,DE0001815455200000000000000502364,Ja,,,,,,,0,2889320,2019
0723304048,54552,Neichen,RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/08/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000050236418040,DE0001815455200000000000000502364,Ja,,,,,,,0,2889320,2019
0723206292,54595,Pittenbach,RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,16/10/2003,0000-00-00,0000-00-00,0000-00-00,WESTNETZ GmbH,11YR00000003039P,10003764,E31238010000000000000050272000030,DE0001815459500000000000000502720,Ja,,,,,,,0,2116266,2019
