Gemeindeschlüssel,plz,ort,strasse,bundesland,energietraeger,einspeisespannungsebene,leistung,einspeisemanagement,inbetriebnahme,netzzugang,ausserbetriebnahme,netzabgang,netzbetreiber,eiccode,bnetznr,anlagenschluessel,zaehlpunktbezeichnung,leistungsgemesseneanlage,aggregatzustandfluessig,aggregatzustandgas,aggregatzustandfest,anlagenuntertyp,pruefergebnis,status,markierung,menge_kwh,jahr
0733207044,67311,Tiefenthal,"Gemarkung Tiefenthal, Flurst. 975, Bubenbrunnen",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,19/09/2001,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788004100,DE0003966731100000000000052307880,Ja,,,,,,,0,2768229,2018
0713301030,67824,Feilbingert,"Gemarkung Feilbingert, Flurst. 457, Auf der Heide",RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,09/07/2001,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788101704,DE0003966782400000000000052307881,Ja,,,,,,,0,698153,2018
0713301030,67824,Feilbingert,"Gemarkung Feilbingert, Flurst. 415, Auf der Heide",RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,09/07/2001,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788101705,DE0003966782400000000000052307881,Ja,,,,,,,0,698153,2018
0713301030,67824,Feilbingert,"Gemarkung Feilbingert, Flurst. 494/1,Auf der Heide",RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,09/07/2001,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788104101,DE0003966782400000000000052307881,Ja,,,,,,,0,698151,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurst. 663, Knopper Höhe",RP,WIN,MS,660,regelbar und abrufbar nach § 6 EEG Abs.1,06/09/2001,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788206674,DE0003966689400000000000052307882,Ja,,,,,,,0,908866,2018
0734009055,66919,Weselberg,"Gemarkung Weselberg, Flurst. 2665",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,27/06/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788301708,DE0003966691900000000000052307883,Ja,,,,,,,0,2809043,2018
0734009055,66919,Weselberg,"Gemarkung Weselberg, Flurst. 2700",RP,WIN,MS,1380,regelbar und abrufbar nach § 6 EEG Abs.1,04/06/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788301709,DE0003966691900000000000052307883,Ja,,,,,,,0,2153599,2018
0734009055,66919,Weselberg,"Gemarkung Weselberg, Flurst. 3322",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,15/01/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788306675,DE0003966691900000000000052307883,Ja,,,,,,,0,2809043,2018
0733608087,67753,Rothselberg,"Gemarkung Rothselberg, Flurst. 3240",RP,WIN,MS,1600,regelbar und abrufbar nach § 6 EEG Abs.1,19/12/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788501717,DE0003966775300000000000052307885,Ja,,,,,,,0,2711690,2018
0733207029,67271,Kindenheim,"Gemarkung Kindenheim, Flurstück 2800",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,24/07/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788601719,DE0003966727100000000000052307886,Ja,,,,,,,0,2218585,2018
0733207029,67271,Kindenheim,"Gemarkung Kindenheim, Flurstück 2624",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,17/07/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788601720,DE0003966727100000000000052307886,Ja,,,,,,,0,2218585,2018
0733207029,67271,Kindenheim,"Gemarkung Kindenheim, Flurstück 2820",RP,WIN,MS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,30/07/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788607050,DE0003966727100000000000052307886,Ja,,,,,,,0,2218586,2018
0733511037,66851,Queidersbach,"Gemarkung Queidersbach, Flurst. 847, 847/2",RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/06/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230788701721,DE0003966685100000000000052307887,Ja,,,,,,,0,2921647,2018
0733401001,76756,Bellheim,"Gemarkung Bellheim, Flurst. 1794/2",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,21/12/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789301729,DE0003967675600000000000052307893,Ja,,,,,,,0,2105290,2018
0733401001,76756,Bellheim,"Gemarkung Bellheim, Flurst. 1761",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,21/12/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789301730,DE0003967675600000000000052307893,Ja,,,,,,,0,2105290,2018
0733401001,76756,Bellheim,"Gemarkung Bellheim, Flurst. 1748/2",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/12/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789306702,DE0003967675600000000000052307893,Ja,,,,,,,0,2105292,2018
0733510033,67737,Olsbrücken,"Gemarkung Olsbrücken, Flurst. 1531",RP,WIN,HS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,16/07/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401732,DE0003966770000000000000052350289,Ja,,,,,,,0,2032929,2018
0733510033,67737,Olsbrücken,"Gemarkung Olsbrücken, Flurst. 1409",RP,WIN,HS,1800,regelbar und abrufbar nach § 6 EEG Abs.1,27/07/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401733,DE0003966770000000000000052350289,Ja,,,,,,,0,2032922,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen, Flurst. 749",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,24/03/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401734,DE0003966770000000000000052350288,Ja,,,,,,,0,2439651,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 749",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,24/03/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401735,DE0003966770000000000000052350288,Ja,,,,,,,0,2439651,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 721",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/11/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401736,DE0003966770000000000000052350288,Ja,,,,,,,0,2439651,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 3791",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,02/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401737,DE0003966770000000000000052350288,Ja,,,,,,,0,2439651,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen, Flurst. 3784",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,22/03/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401738,DE0003966770000000000000052350288,Ja,,,,,,,0,2753660,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 744",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,08/05/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401739,DE0003966770000000000000052350288,Ja,,,,,,,0,2753660,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 771",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,30/03/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401740,DE0003966770000000000000052350288,Ja,,,,,,,0,2753660,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 3773",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,18/05/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401741,DE0003966770000000000000052350288,Ja,,,,,,,0,2753660,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen, Flurst. 734",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,24/05/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401742,DE0003966770000000000000052350288,Ja,,,,,,,0,2753660,2018
0733510029,67700,Niederkirchen,"Gemarkung Niederkirchen-Heimkirchen, Flurst. 3781",RP,WIN,HS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,07/04/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789401743,DE0003966770000000000000052350288,Ja,,,,,,,0,2753655,2018
0733608036,67753,Hefersweiler,"Gemarkung Hefersweiler, Flurst. 1240",RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,08/01/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789408782,DE0003966770000000000000052350287,Ja,,,,,,,0,2135900,2018
0733608036,67753,Hefersweiler,"Gemarkung Hefersweiler, Flurst. 1228",RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,13/01/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789408817,DE0003966770000000000000052350287,Ja,,,,,,,0,2135900,2018
0733608085,67753,Reipoltskirchen,"Gemarkung Reipoltskirchen, Flurst. 547/10",RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,14/01/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789408818,DE0003966770000000000000052350287,Ja,,,,,,,0,2135894,2018
0733608086,67753,Relsberg,"Gemarkung Relsberg, Flurst. 780",RP,WIN,HS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,12/01/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789408838,DE0003966770000000000000052350287,Ja,,,,,,,0,2135900,2018
0733406025,76761,Rülzheim,"Gemarkung Rülzheim, Flurst. 3701",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789801746,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733406025,76761,Rülzheim,"Gemarkung Rülzheim, Flurst. 3713",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/10/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789801747,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733704039,76863,Herxheimweyher,"Gemarkung Herxheimweyher, Flurst. 664",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,31/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789801748,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733704039,76863,Herxheimweyher,"Gemarkung Herxheimweyher, Flurst. 651",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,31/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789801749,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733704039,76863,Herxheimweyher,"Gemarkung Herxheimweyher, Flurst. 625",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,31/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789801750,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733406025,76761,Rülzheim,"Gemarkung Rülzheim, Flurst. 3746",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,01/10/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230789807055,DE0003967686300000000000052307898,Ja,,,,,,,0,2202028,2018
0733200025,67454,Haßloch,"Gemarkung Haßloch Außerhalb, Flurst. 13629",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230790301752,DE0003966745400000000000052307903,Ja,,,,,,,0,1988333,2018
0733200025,67454,Haßloch,"Gemarkung Haßloch Außerhalb, Flurst. 13676/1",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,16/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230790306701,DE0003966745400000000000052307903,Ja,,,,,,,0,1988338,2018
0734006022,66989,Höheinöd,"Gemarkung Höheinöd, Flurst. 734",RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,02/02/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230790601754,DE0003966698900000000000052307906,Ja,,,,,,,0,2870933,2018
0734006022,66989,Höheinöd,"Gemarkung Höheinöd, Flurst. 726 und 727",RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,17/08/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230790601755,DE0003966698900000000000052307906,Ja,,,,,,,0,2496463,2018
0734006022,66989,Höheinöd,"Gemarkung Höheinöd, Flurst. 729",RP,WIN,MS,2300,regelbar und abrufbar nach § 6 EEG Abs.1,24/01/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230790606676,DE0003966698900000000000052307906,Ja,,,,,,,0,2870928,2018
0733404020,76872,Minfeld,"Gemarkung Minfeld, Flurst. 1474",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,22/09/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230791001762,DE0003967687200000000000052307910,Ja,,,,,,,0,2375780,2018
0733404020,76872,Minfeld,"Gemarkung Minfeld, Flurst. 1476",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,14/09/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230791001763,DE0003967687200000000000052307910,Ja,,,,,,,0,2375780,2018
0733404020,76872,Minfeld,"Gemarkung Minfeld, Flurst. 1556",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,15/09/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230791001764,DE0003967687200000000000052307910,Ja,,,,,,,0,2375780,2018
0733404020,76872,Minfeld,"Gemarkung Minfeld, Flurst. 1442",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,22/09/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230791006703,DE0003967687200000000000052307910,Ja,,,,,,,0,2375780,2018
0733404020,76872,Minfeld,"Gemarkung Minfeld, Flurst. 1416",RP,WIN,MS,2000,regelbar und abrufbar nach § 6 EEG Abs.1,12/02/2009,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230791008781,DE0003967687200000000000052307910,Ja,,,,,,,0,3425584,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurstk. 675",RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,28/03/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797401809,DE0003966689200000000000052307974,Ja,,,,,,,0,1433709,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurst. 683",RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,25/03/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797401810,DE0003966689200000000000052307974,Ja,,,,,,,0,1433709,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurst. 763/2",RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,19/03/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797401811,DE0003966689200000000000052307974,Ja,,,,,,,0,1433709,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurst. 761",RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,31/03/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797401812,DE0003966689200000000000052307974,Ja,,,,,,,0,1433709,2018
0734009216,66894,Krähenberg,"Gemarkung Krähenberg, Flurst. 707",RP,WIN,MS,1250,regelbar und abrufbar nach § 6 EEG Abs.1,31/03/2003,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797405750,DE0003966689200000000000052307974,Ja,,,,,,,0,1433709,2018
0733405028,67365,Schwegenheim,"Gemarkung Schwegenheim, Flurst. 7023",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,17/01/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797501801,DE0003966736500000000000052307975,Ja,,,,,,,0,2109867,2018
0733405028,67365,Schwegenheim,"Gemarkung Schwegenheim, Flurst. 7042",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,31/01/2006,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797501802,DE0003966736500000000000052307975,Ja,,,,,,,0,2109872,2018
0733405028,67365,Schwegenheim,"Gemarkung Schwegenheim, Flurst. 7009",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,23/12/2005,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797501803,DE0003966736500000000000052307975,Ja,,,,,,,0,2109867,2018
0733610052,66871,Konken,"Gemarkung Konken, Flurst. 1074",RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,01/02/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797601805,DE0003966687100000000000052307976,Ja,,,,,,,0,1107646,2018
0733610052,66871,Konken,"Gemarkung Konken, Flurst. 1073",RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,01/02/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797601806,DE0003966687100000000000052307976,Ja,,,,,,,0,1107646,2018
0733610052,66871,Konken,"Gemarkung Konken, Flurst. 1071",RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,01/02/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797601807,DE0003966687100000000000052307976,Ja,,,,,,,0,1107646,2018
0733610052,66871,Konken,"Gemarkung Konken, Flurst. 1069",RP,WIN,MS,850,regelbar und abrufbar nach § 6 EEG Abs.1,01/02/2002,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230797606681,DE0003966687100000000000052307976,Ja,,,,,,,0,1107636,2018
0733307008,67806,Bisterschied,"Gemarkung Bisterschied, Flurst. 935/1, Birkenkopf",RP,WIN,MS,1500,regelbar und abrufbar nach § 6 EEG Abs.1,10/04/2000,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230822702034,DE0003966780600000000000052308227,Ja,,,,,,,0,1981518,2018
0733307008,67806,Bisterschied,"Gemarkung Bisterschied, Flurst. 935/1, Birkenkopf",RP,WIN,MS,500,regelbar und abrufbar nach § 6 EEG Abs.1,04/11/1999,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230822707035,DE0003966780600000000000052308227,Ja,,,,,,,0,744516,2018
0733501203,66894,Martinshöhe,"Gemarkung Martinshöhe, Flurst. 720",RP,WIN,MS,1000,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2000,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230823306682,DE0003966689400000000000052308233,Ja,,,,,,,0,1122730,2018
0733608074,67748,Odenbach,"Gemarkung Odenbach, Flurst. 3375, Am Sportpl.",RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230823402040,DE0003966774800000000000052308234,Ja,,,,,,,0,667745,2018
0733608074,67748,Odenbach,"Gemarkung Odenbach, Flurst. 3375/3384, Am Sportpl.",RP,WIN,MS,600,regelbar und abrufbar nach § 6 EEG Abs.1,28/12/2004,0000-00-00,0000-00-00,0000-00-00,Pfalzwerke Netz AG,11YR00000001555H,10002992,E30254010000000000005230823407054,DE0003966774800000000000052308234,Ja,,,,,,,0,667740,2018
